集团域外企业物资采购情况统计表																
单位名称：平煤神马塔能伊斯法拉公司							月份：4月			填报时间：						
序号	月份	计划情况（元）				采购情况（元）										
		物资名称	规格型号	计划价格	计划数量	单位	采购单价（塔币索莫尼）	采购方式	付款方式	采购数量	采购金额（塔币索莫尼）	库存数量	单价（人民币元）	金额（人民币元）	单位	工程名称
33	4月	螺丝刀	十字	15	4	把	15	分采	现金	4	60.00 		10.01 	40.02 	开掘	风井联巷20
34	4月	手电钻		700	1	把	700	分采	现金	1	700.00 		466.92 	466.92 	开掘	风井联巷20
35	4月	套筒	36mm重型	65	10	个	65	分采	现金	10	650.00 		43.36 	433.56 	开掘	风井联巷20
36	4月	加长风炮套头	36mm	70	10	个	70	分采	现金	10	700.00 		46.69 	466.92 	开掘	风井联巷20
37	4月	手持砂轮机		275	3	台	275	分采	现金	3	825.00 		183.43 	550.29 	开掘	风井联巷20
38	4月	卷尺	5m	30	5	个	30	分采	现金	5	150.00 		20.01 	100.05 	开掘	风井联巷20
39	4月	电动扳手		2050	1	个	2050	分采	现金	1	2,050.00 		1367.40 	1367.40 	开掘	风井联巷20
40	4月	卧式千斤顶	3吨	1400	1	个	1400	分采	现金	1	1,400.00 		933.83 	933.83 	开掘	风井联巷20
41	4月	电动空压机	30升	2250	1	台	2250	分采	现金	1	2,250.00 		1500.80 	1500.80 	开掘	风井联巷20
42	4月	洗车机		2953	1	台	2953	分采	现金	1	2,953.00 		1969.72 	1969.72 	开掘	风井联巷20
43	4月	拐尺	大	45	2	个	45	分采	现金	2	90.00 		30.02 	60.03 	开掘	风井联巷20
44	4月	气钉枪	50mm	930	1	个	930	分采	现金	1	930.00 		620.33 	620.33 	开掘	风井联巷20
45	4月	梅花扳手	30-32	45	4	个	45	分采	现金	4	180.00 		30.02 	120.06 	开掘	风井联巷20
46	4月	开口扳手	30-32	45	4	个	45	分采	现金	4	180.00 		30.02 	120.06 	开掘	风井联巷20
47	4月	气针	YT28-3.05	10	30	件	10	分采	现金	30	300.00 		6.67 	200.11 	开掘	风井联巷20
48	4月	水针	YT28-3.04	11	30	件	11	分采	现金	30	330.00 		7.34 	220.12 	开掘	风井联巷20
49	4月	润滑脂		500	4	桶	500	分采	现金	4	2,000.00 		333.51 	1334.04 	开掘	风井联巷20
50	4月	水泥		850	2	吨	850	分采	现金	2	1,700.00 		566.97 	1133.94 	开掘	风井联巷20
51	4月	水泥		850	2	吨	850	分采	现金	2	1,700.00 		566.97 	1133.94 	开掘	风井联巷20
52	4月	钙基脂黄油	3#	500	2	箱	500	分采	现金	2	1,000.00 		333.51 	667.02 	开掘	风井联巷20
53	4月	酒精	95%	3.8	10	瓶	3.8	分采	现金	10	38.00 		2.53 	25.35 	开掘	风井联巷20
54	4月	水泥		880	2	吨	880	分采	现金	2	1,760.00 		586.98 	1173.96 	开掘	风井联巷20
55	4月	密封胶垫	DN200	15	60	个	15	分采	现金	60	900.00 		10.01 	600.32 	开掘	风井联巷20
56	4月	天蓝漆		23	12	Kg	23	分采	现金	12	276.00 		15.34 	184.10 	开掘	风井联巷20
57	4月	绿漆		23	15	Kg	23	分采	现金	15	345.00 		15.34 	230.12 	开掘	风井联巷20
58	4月	螺丝	12*100mm	990	1	包	990	分采	现金	1	990.00 		660.35 	660.35 	开掘	风井联巷20
59	4月	螺丝	14*180mm	455	1	包	455	分采	现金	1	455.00 		303.50 	303.50 	开掘	风井联巷20
60	4月	镀锌板		25	180	米	25	分采	现金	180	4,500.00 		16.68 	3001.60 	开掘	风井联巷20
61	4月	螺丝带帽	φ12×70mm	2.6	24	条	2.6	分采	现金	24	62.40 		1.73 	41.62 	开掘	风井联巷20
62	4月	螺丝带帽	φ14×180mm	3.5	50	条	3.5	分采	现金	50	175.00 		2.33 	116.73 	开掘	风井联巷20
63	4月	铁钉	70mm	9.5	50	公斤	9.5	分采	现金	50	475.00 		6.34 	316.84 	开掘	风井联巷20
64	4月	角钢	75mm	53	102	米	53 	分采	现金	102	5,406.00 		35.35 	3605.92 	开掘	风井联巷20
65	4月	弯头	φ100	70	10	个	70	分采	现金	10	700.00 		46.69 	466.92 	开掘	风井联巷20
66	4月	十字型岩石钻头	30.5mm	65	30	支	65	分采	现金	30	1,950.00 		43.36 	1300.69 	开掘	风井联巷20
67	4月	十字型岩石钻头	43mm	75	30	支	75	分采	现金	30	2,250.00 		50.03 	1500.80 	开掘	风井联巷20
68	4月	风镐尖	28×450mm	70	10	根	70	分采	现金	10	700.00 		46.69 	466.92 	开掘	风井联巷20
69	4月	角铁	L75	53	50	米	53	分采	现金	50	2,650.00 		35.35 	1767.61 	开掘	风井联巷20
70	4月	钢管3.5mm	φ100	130	300	米	130	分采	现金	300	39,000.00 		86.71 	26013.87 	开掘	风井联巷20
71	4月	钢管3.5mm	φ50	65	300	米	65	分采	现金	300	19,500.00 		43.36 	13006.94 	开掘	风井联巷20
72	4月	法兰	φ100	75	100	个	75	分采	现金	100	7,500.00 		50.03 	5002.67 	开掘	风井联巷20
73	4月	法兰	φ50	47	100	个	47	分采	现金	100	4,700.00 		31.35 	3135.01 	开掘	风井联巷20
74	4月	弯头	φ100	74	20	个	74	分采	现金	20	1,480.00 		49.36 	987.19 	开掘	风井联巷20
75	4月	弯头	φ50	33	20	个	33	分采	现金	20	660.00 		22.01 	440.23 	开掘	风井联巷20
76	4月	角铁	L63	34	180	米	34	分采	现金	180	6,120.00 		22.68 	4082.18 	开掘	风井联巷20
77	4月	螺丝	16*50	27	45	Kg	27	分采	现金	45	1,215.00 		18.01 	810.43 	开掘	风井联巷20
78	4月	圆钉	50mm	10	40	Kg	10	分采	现金	40	400.00 		6.67 	266.81 	开掘	风井联巷20
79	4月	排钉	50mm	30	50	盒	30	分采	现金	50	1,500.00 		20.01 	1000.53 	开掘	风井联巷20
80	4月	法兰盘	PN16/DN200	228	50	个	228	分采	现金	50	11,400.00 		152.08 	7604.06 	开掘	风井联巷20
81	4月	焊接弯头	DN200	296	5	个	296	分采	现金	5	1,480.00 		197.44 	987.19 	开掘	风井联巷20
82	4月	焊接弯头	DN100	74	4	个	74	分采	现金	4	296.00 		49.36 	197.44 	开掘	风井联巷20
83	4月	焊接三通	DN200	310	2	个	310	分采	现金	2	620.00 		206.78 	413.55 	开掘	风井联巷20
84	4月	焊接三通	DN100	137	2	个	137	分采	现金	2	274.00 		91.38 	182.76 	开掘	风井联巷20
85	4月	闸阀	DN200	1600	2	个	1600	分采	现金	2	3,200.00 		1067.24 	2134.47 	开掘	风井联巷20
86	4月	闸阀	DN50	500	6	个	500	分采	现金	6	3,000.00 		333.51 	2001.07 	开掘	风井联巷20
87	4月	螺栓	20*120	27	22	Kg	27	分采	现金	22	594.00 		18.01 	396.21 	开掘	风井联巷20
88	4月	螺栓	20*70	27	73	Kg	27	分采	现金	73	1,971.00 		18.01 	1314.70 	开掘	风井联巷20
89	4月	钢管	108	130	150	米	130	分采	现金	150	19,500.00 		86.71 	13006.94 	开掘	风井联巷20
90	4月	闸阀	50mm	500	5	个	500	分采	现金	5	2,500.00 		333.51 	1667.56 	开掘	风井联巷20
91	4月	木板	0.02*0.25*6m	128	120	块	128	分采	现金	120	15,360.00 		85.38 	10245.46 	开掘	风井联巷20
92	4月	立杆	0.05*0.05*6m	64	50	根	64	分采	现金	50	3,200.00 		42.69 	2134.47 	开掘	风井联巷20
93	4月	木板	20mm*200mm*6m	127	150	根	127	分采	现金	150	19,050.00 		84.71 	12706.78 	开掘	风井联巷20
94	4月	立杆	50mm*50mm*6m	65	30	根	65	分采	现金	30	1,950.00 		43.36 	1300.69 	开掘	风井联巷20
95	4月	木板	5mm*20mm*6000mm	297	200	根	297	分采	现金	200	59,400.00 		198.11 	39621.13 	开掘	风井联巷20
96	4月	木板	2mm*20mm*6000mm	110	260	根	110	分采	现金	260	28,600.00 		73.37 	19076.84 	开掘	风井联巷20
97	4月	帆布手套		20	10	双	20	分采	现金	10	200.00 		13.34 	133.40 	开掘	风井联巷20
98	4月	灭火器		165	20	个	165	分采	现金	20	3,300.00 		110.06 	2201.17 	开掘	风井联巷20
99	4月	灭火器		165	20	台	165	分采	现金	20	3,300.00 		110.06 	2201.17 	开掘	风井联巷20
100	4月	无线路由器		410	1	个	410	分采	现金	1	410.00 		273.48 	273.48 	开掘	风井联巷20
101	4月	UPS		440	3	台	440	分采	现金	3	1,320.00 		293.49 	880.47 	开掘	风井联巷20
102	4月	交换机		700	5	个	700	分采	现金	5	3,500.00 		466.92 	2334.58 	开掘	风井联巷20
103	4月	稳压器	15KVA	2460	1	台	2460	分采	现金	1	2,460.00 		1640.88 	1640.88 	开掘	风井联巷20
104	4月	电工包		55	10	个	55	分采	现金	10	550.00 		36.69 	366.86 	开掘	风井联巷20
105	4月	挂锁	大	25	5	个	25	分采	现金	5	125.00 		16.68 	83.38 	开掘	风井联巷20
106	4月	挂锁	小	4	20	个	4	分采	现金	20	80.00 		2.67 	53.36 	开掘	风井联巷20
107	4月	蛇皮软管	直径25	8	5	米	8	分采	现金	5	40.00 		5.34 	26.68 	开掘	风井联巷20
108	4月	管卡		5	2	个	5	分采	现金	2	10.00 		3.34 	6.67 	开掘	风井联巷20
109	4月	电工包	大号	55	6	个	55	分采	现金	6	330.00 		36.69 	220.12 	开掘	风井联巷20
110	4月	锯条		1	50	根	1	分采	现金	50	50.00 		0.67 	33.35 	开掘	风井联巷20
111	4月	电工胶布		4	30	卷	4	分采	现金	30	120.00 		2.67 	80.04 	开掘	风井联巷20
112	4月	壁纸刀		10	4	把	10	分采	现金	4	40.00 		6.67 	26.68 	开掘	风井联巷20
113	4月	壁纸刀片		5	5	盒	5	分采	现金	5	25.00 		3.34 	16.68 	开掘	风井联巷20
114	4月	砂轮片		3	20	个	3	分采	现金	20	60.00 		2.00 	40.02 	开掘	风井联巷20
115	4月	垃圾袋		12.8	20	卷	12.8	分采	现金	20	256.00 		8.54 	170.76 	开掘	风井联巷20
116	4月	打火机		100	3	盒	100	分采	现金	3	300.00 		66.70 	200.11 	开掘	风井联巷20
117	4月	玻璃水杯		19.95	2	个	19.95	分采	现金	2	39.90 		13.31 	26.61 	开掘	风井联巷20
118	4月	玻璃水杯		12.5	1	个	12.5	分采	现金	1	12.50 		8.34 	8.34 	开掘	风井联巷20
119	4月	玻璃水杯		33.3	3	个	33.3	分采	现金	3	99.90 		22.21 	66.64 	开掘	风井联巷20
120	4月	洗发水		42.85	10	瓶	42.85	分采	现金	10	428.50 		28.58 	285.82 	开掘	风井联巷20
121	4月	挂烫机		3000	1	台	3000	分采	现金	1	3,000.00 		2001.07 	2001.07 	开掘	风井联巷20
122	4月	纸质一次性水杯		0.4	500	个	0.4	分采	现金	500	200.00 		0.27 	133.40 	开掘	风井联巷20
123	4月	果盘		25.6	10	个	25.6	分采	现金	10	256.00 		17.08 	170.76 	开掘	风井联巷20
124	4月	烧水壶		97.9	1	个	97.9	分采	现金	1	97.90 		65.30 	65.30 	开掘	风井联巷20
125	4月	袋子		0.25	1	个	0.25	分采	现金	1	0.25 		0.17 	0.17 	开掘	风井联巷20
126	4月	抽纸		20.7	12	包	20.7	分采	现金	12	248.40 		13.81 	165.69 	开掘	风井联巷20
127	4月	抽纸		13.25	6	包	13.25	分采	现金	6	79.50 		8.84 	53.03 	开掘	风井联巷20
128	4月	抽纸		21.8	16	包	21.8	分采	现金	16	348.80 		14.54 	232.66 	开掘	风井联巷20
129	4月	抽纸		21.25	12	包	21.25	分采	现金	12	255.00 		14.17 	170.09 	开掘	风井联巷20
130	4月	抽纸		21.25	17	包	21.25	分采	现金	17	361.25 		14.17 	240.96 	开掘	风井联巷20
131	4月	抽纸		18.65	4	包	18.65	分采	现金	4	74.60 		12.44 	49.76 	开掘	风井联巷20
132	4月	抽纸		21.8	55	包	21.8	分采	现金	55	1,199.00 		14.54 	799.76 	开掘	风井联巷20
133	4月	卷纸		19.15	6	包	19.15	分采	现金	6	114.90 		12.77 	76.64 	开掘	风井联巷20
134	4月	卷纸		17.4	10	包	17.4	分采	现金	10	174.00 		11.61 	116.06 	开掘	风井联巷20
135	4月	卷纸		18.95	17	包	18.95	分采	现金	17	322.15 		12.64 	214.88 	开掘	风井联巷20
136	4月	卷纸		19.25	17	包	19.25	分采	现金	17	327.25 		12.84 	218.28 	开掘	风井联巷20
137	4月	卷纸		19.25	10	包	19.25	分采	现金	10	192.50 		12.84 	128.40 	开掘	风井联巷20
138	4月	卷纸		19.65	7	包	19.65	分采	现金	7	137.55 		13.11 	91.75 	开掘	风井联巷20
139	4月	卷纸		18.95	6	包	18.95	分采	现金	6	113.70 		12.64 	75.84 	开掘	风井联巷20
140	4月	卷纸		19.65	5	包	19.65	分采	现金	5	98.25 		13.11 	65.53 	开掘	风井联巷20
141	4月	卷纸		19.25	3	包	19.25	分采	现金	3	57.75 		12.84 	38.52 	开掘	风井联巷20
142	4月	卷纸		19.25	19	包	19.25	分采	现金	19	365.75 		12.84 	243.96 	开掘	风井联巷20
143	4月	卷纸		19.25	1	包	19.25	分采	现金	1	19.25 		12.84 	12.84 	开掘	风井联巷20
144	4月	湿巾		18.65	20	包	18.65	分采	现金	20	373.00 		12.44 	248.80 	开掘	风井联巷20
145	4月	湿巾		19.45	26	包	19.45	分采	现金	26	505.70 		12.97 	337.31 	开掘	风井联巷20
146	4月	一次性纸杯		0.4	300	个	0.4	分采	现金	300	120.00 		0.27 	80.04 	开掘	风井联巷20
147	4月	桶装饮用水		9	100	桶	9	分采	现金	100	900.00 		6.00 	600.32 	开掘	风井联巷20
148	4月	拖把		80	20	个	80	分采	现金	20	1,600.00 		53.36 	1067.24 	开掘	风井联巷20
149	4月	扫把		58	20	个	58	分采	现金	20	1,160.00 		38.69 	773.75 	开掘	风井联巷20
150	4月	袋子		0.25	11	个	0.25	分采	现金	11	2.75 		0.17 	1.83 	开掘	风井联巷20
151	4月	袋子		0.2	15	个	0.2	分采	现金	15	3.00 		0.13 	2.00 	开掘	风井联巷20
152	4月	袋子		0.15	3	个	0.15	分采	现金	3	0.45 		0.10 	0.30 	开掘	风井联巷20
153	4月	等离子切割嘴	P80	35	30	套	35	分采	现金	30	1,050.00 		23.35 	700.37 	开掘	风井联巷20
154	4月	氧气管		9.5	40	米	9.5	分采	现金	40	380.00 		6.34 	253.47 	开掘	风井联巷20
155	4月	丙烷割嘴	100型	20	22	个	20	分采	现金	22	440.00 		13.34 	293.49 	开掘	风井联巷20
156	4月	护目镜		30	6	个	30	分采	现金	6	180.00 		20.01 	120.06 	开掘	风井联巷20
157	4月	电脑充电器		179	2	个	179	分采	现金	2	358.00 		119.40 	238.79 	开掘	风井联巷20
158	4月	头灯		85	30	个	85	分采	现金	30	2,550.00 		56.70 	1700.91 	开掘	风井联巷20
159	4月	无线路由器	ArcherC6	500	5	台	500	分采	现金	5	2,500.00 		333.51 	1667.56 	开掘	风井联巷20
160	4月	记号笔	LIT-2004	5	20	根	5	分采	现金	20	100.00 		3.34 	66.70 	开掘	风井联巷20
161	4月	透明胶带		10	2	卷	10	分采	现金	2	20.00 		6.67 	13.34 	开掘	风井联巷20
162	4月	线卡	20mm	40	20	包	40	分采	现金	20	800.00 		26.68 	533.62 	开掘	风井联巷20
163	4月	漏电保护器	32A	140	3	个	140	分采	现金	3	420.00 		93.38 	280.15 	开掘	风井联巷20
164	4月	漏电保护器	63A	190	3	个	190	分采	现金	3	570.00 		126.73 	380.20 	开掘	风井联巷20
165	4月	防水胶带		4	10	卷	4	分采	现金	10	40.00 		2.67 	26.68 	开掘	风井联巷20
166	4月	焊条	4.0 	300	5	箱	300	分采	现金	5	1,500.00 		200.11 	1000.53 	开掘	风井联巷20
167	4月	焊条	3.2 	300	5	箱	300	分采	现金	5	1,500.00 		200.11 	1000.53 	开掘	风井联巷20
168	4月	焊丝	φ0.8	130	15	盘	130	分采	现金	15	1,950.00 		86.71 	1300.69 	开掘	风井联巷20
169	4月	安装费		750	1	人	750	分采	现金	1	750.00 		500.27 	500.27 	开掘	风井联巷20
170	4月	气绳	20米	60	2	根	60	分采	现金	2	120.00 		40.02 	80.04 	开掘	风井联巷20
171	4月	气枪		150	2	个	150	分采	现金	2	300.00 		100.05 	200.11 	开掘	风井联巷20
172	4月	插排		90	5	个	90	分采	现金	5	450.00 		60.03 	300.16 	开掘	风井联巷20
173	4月	焊条	3.2	325	4	箱	325	分采	现金	4	1,300.00 		216.78 	867.13 	开掘	风井联巷20
174	4月	焊条	4.0 	325	4	箱	325	分采	现金	4	1,300.00 		216.78 	867.13 	开掘	风井联巷20
175	4月	锂电钻转接头	9.5mm四方头	6	2	个	6	分采	现金	2	12.00 		4.00 	8.00 	开掘	风井联巷20
176	4月	钢纱	1m宽	35	10	米	35	分采	现金	10	350.00 		23.35 	233.46 	开掘	风井联巷20
177	4月	钢网	1m宽，10mm*10mm	35	10	米	35	分采	现金	10	350.00 		23.35 	233.46 	开掘	风井联巷20
178	4月	二极管		200	10	个	200	分采	现金	10	2,000.00 		133.40 	1334.04 	开掘	风井联巷20
179	4月	线圈		500	5	个	500	分采	现金	5	2,500.00 		333.51 	1667.56 	开掘	风井联巷20
180	4月	插件继电器	100-120VAC	30	10	个	30	分采	现金	10	300.00 		20.01 	200.11 	开掘	风井联巷20
181	4月	继电器底座		10	10	个	10	分采	现金	10	100.00 		6.67 	66.70 	开掘	风井联巷20
182	4月	插件继电器	120VDC/180VDC	30	10	个	30	分采	现金	10	300.00 		20.01 	200.11 	开掘	风井联巷20
183	4月	继电器底座		10	10	个	10	分采	现金	10	100.00 		6.67 	66.70 	开掘	风井联巷20
184	4月	丙烷割嘴	100型	20	20	个	20	分采	现金	20	400.00 		13.34 	266.81 	开掘	风井联巷20
185	4月	等离子割嘴	P80	35	20	套	35	分采	现金	20	700.00 		23.35 	466.92 	开掘	风井联巷20
