集团域外企业物资采购情况统计表																
单位名称：平煤神马塔能伊斯法拉公司							月份：6月			填报时间：						
序号	月份	计划情况（元）				采购情况（元）										
		物资名称	规格型号	计划价格	计划数量	单位	采购单价（塔币索莫尼）	采购方式	付款方式	采购数量	采购金额（塔币索莫尼）	库存数量	单价（人民币元）	金额（人民币元）	单位	工程名称
61	6月	电表	三相	450	1	块	450.00 	分采	现金	1	450.00 		325.87 	325.87 	开掘	﹢810m运输大巷
62	6月	鼓风机		150	1	台	150.00 	分采	现金	1	150.00 		108.62 	108.62 	开掘	﹢810m运输大巷
63	6月	鼓风机		150	1	台	150.00 	分采	现金	1	150.00 		108.62 	108.62 	开掘	﹢810m运输大巷
64	6月	电源适配器	12V-2A	30	10	台	30.00 	分采	现金	10	300.00 		21.72 	217.25 	开掘	﹢810m运输大巷
65	6月	光电转换起		450	5	台	450.00 	分采	现金	5	2,250.00 		325.87 	1629.37 	开掘	﹢810m运输大巷
66	6月	插排	欧标6孔	60	5	个	60.00 	分采	现金	5	300.00 		43.45 	217.25 	开掘	﹢810m运输大巷
67	6月	插排	国标6孔	60	5	个	60.00 	分采	现金	5	300.00 		43.45 	217.25 	开掘	﹢810m运输大巷
68	6月	插头	欧标	8	10	个	8.00 	分采	现金	10	80.00 		5.79 	57.93 	开掘	﹢810m运输大巷
69	6月	焊接钢管	φ25	23.5	60	米	23.50 	分采	现金	60	1,410.00 		17.02 	1021.07 	开掘	﹢810m运输大巷
70	6月	圆钢	φ14	16	240	米	16.00 	分采	现金	240	3,840.00 		11.59 	2780.80 	开掘	﹢810m运输大巷
71	6月	木材		3600	39	立方	3,600.00 	分采	现金	39	140,400.00 		2607.00 	101672.82 	开掘	﹢810m运输大巷
1	6月	雨布	10*12米	1600	10	块	1600		现金	10	16 000.00 		1158.66 	11586.65 	开掘	﹢810m运输大巷
1	6月	扫把		20	20	把	20		现金	20	 400.00 		14.48 	289.67 	开掘	﹢810m运输大巷
1	6月	冲击钻头	14MM	22	2	根	22		现金	2	 44.00 		15.93 	31.86 	开掘	﹢810m运输大巷
1	6月	冲击钻头	16MM	28	2	根	28		现金	2	 56.00 		20.28 	40.55 	开掘	﹢810m运输大巷
1	6月	膨胀螺丝	16MM	5	77	个	5		现金	77	 385.00 		3.62 	278.80 	开掘	﹢810m运输大巷
1	6月	网络电源一体化电缆	8*0,5mmRVV2*1,0mm电缆	4.5	600	米	4.5		现金	600	2 700.00 		3.26 	1955.25 	开掘	﹢810m运输大巷
1	6月	千兆光电转换器		450	10	台	450		现金	10	4 500.00 		325.87 	3258.74 	开掘	﹢810m运输大巷
1	6月	锂电手电钻		720	1	台	720		现金	1	 720.00 		521.40 	521.40 	开掘	﹢810m运输大巷
1	6月	雨衣		100	10	套	100		现金	10	1 000.00 		72.42 	724.17 	开掘	﹢810m运输大巷
1	6月	雨衣		100	30	套	100		现金	30	3 000.00 		72.42 	2172.50 	开掘	﹢810m运输大巷
1	6月	油漆	灰色2,5Kg	50	30	桶	50		现金	30	1 500.00 		36.21 	1086.25 	开掘	﹢810m运输大巷
1	6月	钢板	10mm	7113	1	块	7113		现金	1	7 113.00 		5150.99 	5150.99 	开掘	﹢810m运输大巷
1	6月	角铁	75mm	390	10	根	390		现金	10	3 900.00 		282.42 	2824.25 	开掘	﹢810m运输大巷
1	6月	角铁	50mm	150	10	根	150		现金	10	1 500.00 		108.62 	1086.25 	开掘	﹢810m运输大巷
1	6月	药品			286	盒	4.353		转账	286	1 245.00 		3.15 	901.56 	开掘	﹢810m运输大巷
1	6月	衣架	220		2	个	220		转账	2	 440.00 		159.32 	318.63 	开掘	﹢810m运输大巷
1	6月	烧水壶	100		2	个	100		转账	2	 200.00 		72.42 	144.83 	开掘	﹢810m运输大巷
1	6月	风扇	250		2	个	250		转账	2	 500.00 		181.04 	362.08 	开掘	﹢810m运输大巷
1	6月	横幅	400		2	个	400		转账	2	 800.00 		289.67 	579.33 	开掘	﹢810m运输大巷
1	6月	水盆	25		2	个	25		转账	2	 50.00 		18.10 	36.21 	开掘	﹢810m运输大巷
1	6月	插线排	25		4	个	50		转账	4	 200.00 		36.21 	144.83 	开掘	﹢810m运输大巷
1	6月	茶几	450		2	个	450		转账	2	 900.00 		325.87 	651.75 	开掘	﹢810m运输大巷
1	6月	床头柜	300		2	个	300		转账	2	 600.00 		217.25 	434.50 	开掘	﹢810m运输大巷
1	6月	办公椅	950		14	个	950		转账	14	13 300.00 		687.96 	9631.40 	开掘	﹢810m运输大巷
1	6月	衣柜	2650		2	个	2650		转账	2	5 300.00 		1919.04 	3838.08 	开掘	﹢810m运输大巷
1	6月	1.2米床	1400		1	张	1400		转账	1	1 400.00 		1013.83 	1013.83 	开掘	﹢810m运输大巷
1	6月	沙发椅	1600		10	张	1600		转账	10	16 000.00 		1158.66 	11586.65 	开掘	﹢810m运输大巷
1	6月	办公桌	1300		12	张	1300		转账	12	15 600.00 		941.42 	11296.98 	开掘	﹢810m运输大巷
1	6月	衣柜	1600		6	张	1600		转账	6	9 600.00 		1158.66 	6951.99 	开掘	﹢810m运输大巷
1	6月	长条凳	1000		7	个	1000		转账	7	7 000.00 		724.17 	5069.16 	开掘	﹢810m运输大巷
1	6月	1.5米床	3000		2	张	3000		转账	2	6 000.00 		2172.50 	4344.99 	开掘	﹢810m运输大巷
1	6月	办公椅	1760		1	个	1760		转账	1	1 760.00 		1274.53 	1274.53 	开掘	﹢810m运输大巷
1	6月	办公桌	7500		2	张	7500		转账	2	15 000.00 		5431.24 	10862.48 	开掘	﹢810m运输大巷
1	6月	文件柜	4500		2	张	4500		转账	2	9 000.00 		3258.74 	6517.49 	开掘	﹢810m运输大巷
1	6月	沙发椅	8200		2	套	8200		转账	2	16 400.00 		5938.16 	11876.31 	开掘	﹢810m运输大巷
1	6月	沙发椅	8824		1	套	8824		转账	1	8 824.00 		6390.04 	6390.04 	开掘	﹢810m运输大巷
1	6月	灯	1696		2	套	1696		转账	2	3 392.00 		1228.18 	2456.37 	开掘	﹢810m运输大巷
1	6月	老板椅	6254		2	个	6254		转账	2	12 508.00 		4528.93 	9057.86 	开掘	﹢810m运输大巷
1	6月	门	3250		2	个	3250		转账	2	6 500.00 		2353.54 	4707.08 	开掘	﹢810m运输大巷
1	6月	坐便	1300		1	个	1300		转账	1	1 300.00 		941.42 	941.42 	开掘	﹢810m运输大巷
1	6月	打印机	3250		3	台	3250		转账	3	9 750.00 		2353.54 	7060.61 	开掘	﹢810m运输大巷
1	6月	电风扇	250		4	台	250		转账	4	1 000.00 		181.04 	724.17 	开掘	﹢810m运输大巷
1	6月	枕头	25		10		25			10	 250.00 		18.10 	181.04 	开掘	﹢810m运输大巷
1	6月	被子	125		10		125			10	1 250.00 		90.52 	905.21 	开掘	﹢810m运输大巷
1	6月	横幅	800		4		800			4	3 200.00 		579.33 	2317.33 	开掘	﹢810m运输大巷
1	6月	香皂	6		100		6			100	 600.00 		4.34 	434.50 	开掘	﹢810m运输大巷
1	6月	牙膏	8		100		8			100	 800.00 		5.79 	579.33 	开掘	﹢810m运输大巷
1	6月	牙刷	4		100		4			100	 400.00 		2.90 	289.67 	开掘	﹢810m运输大巷
1	6月	洗发水	28		50		28			50	1 400.00 		20.28 	1013.83 	开掘	﹢810m运输大巷
