集团域外企业物资采购情况统计表																
单位名称：平煤神马塔能伊斯法拉公司							月份：5月			填报时间：						
序号	月份	计划情况（元）				采购情况（元）										
		物资名称	规格型号	计划价格	计划数量	单位	采购单价（塔币索莫尼）	采购方式	付款方式	采购数量	采购金额（塔币索莫尼）	库存数量	单价（人民币元）	金额（人民币元）	单位	工程名称
43	5月	膨胀螺丝	直径16	2.7	100	条	2.7	分采	现金	100	270.00 		1.86 	185.98 	开掘	+878-810m回风斜巷
44	5月	空气开关	2P 100A	180	10	个	180	分采	现金	4	720.00 		123.98 	495.94 	开掘	+878-810m回风斜巷
45	5月	空气开关	2P 63A	90	20	个	90	分采	现金	16	1,440.00 		61.99 	991.87 	开掘	+878-810m回风斜巷
46	5月	绝缘电缆	6平方双股铜线	5.3	200	米	5.3	分采	现金	200	1,060.00 		3.65 	730.13 	开掘	+878-810m回风斜巷
47	5月	绝缘电缆	4平方双股铜线	4	100	米	4	分采	现金	100	400.00 		2.76 	275.52 	开掘	+878-810m回风斜巷
48	5月	插头	两插16A	15	40	个	15	分采	现金	40	600.00 		10.33 	413.28 	开掘	+878-810m回风斜巷
49	5月	插座	两孔16A	18	40	个	18	分采	现金	40	720.00 		12.40 	495.94 	开掘	+878-810m回风斜巷
50	5月	线槽	15×15	8	200	米	8	分采	现金	150	1,200.00 		5.51 	826.56 	开掘	+878-810m回风斜巷
51	5月	发泡胶		60	40	支	60	分采	现金	40	2,400.00 		41.33 	1653.12 	开掘	+878-810m回风斜巷
52	5月	人字梯	2.5米	750	1	把	750	分采	现金	1	750.00 		516.60 	516.60 	开掘	+878-810m回风斜巷
53	5月	双头十字批头	100MM	60	1	盒	60	分采	现金	1	60.00 		41.33 	41.33 	开掘	+878-810m回风斜巷
54	5月	手机	老年机	690	3	台	690	分采	现金	2	1,380.00 		475.27 	950.54 	开掘	+878-810m回风斜巷
55	5月	手机	老年机	620		台	620	分采	现金	1	620.00 		427.06 	427.06 	开掘	+878-810m回风斜巷
56	5月	计算机		55	5	台	55	分采	现金	5	275.00 		37.88 	189.42 	开掘	+878-810m回风斜巷
57	5月	插板	欧式（当地）	55	8	个	55	分采	现金	8	440.00 		37.88 	303.07 	开掘	+878-810m回风斜巷
58	5月	透明胶带		6	5	卷	6	分采	现金	5	30.00 		4.13 	20.66 	开掘	+878-810m回风斜巷
59	5月	办公剪刀		16	10	把	16	分采	现金	10	160.00 		11.02 	110.21 	开掘	+878-810m回风斜巷
60	5月	红色印泥		15	5	盒	15	分采	现金	5	75.00 		10.33 	51.66 	开掘	+878-810m回风斜巷
61	5月	签名笔		61.2	20	盒	61.2	分采	现金	20	1,224.00 		42.15 	843.09 	开掘	+878-810m回风斜巷
62	5月	红色A4纸		23.5	3	包	23.3333	分采	现金	3	70.00 		16.07 	48.22 	开掘	+878-810m回风斜巷
63	5月	办公手提包		220	10	个	220	分采	现金	10	2,200.00 		151.54 	1515.36 	开掘	+878-810m回风斜巷
64	5月	槽钢		9.687	30100	千克	9.687109635	分采	现金	30100	291,582.00 		6.67 	200841.71 	开掘	+878-810m回风斜巷
65	5月	角铁	L75	55	306	米	55	分采	现金	306	16,830.00 		37.88 	11592.51 	开掘	+878-810m回风斜巷
66	5月	钢管	直径100	129	204	米	129	分采	现金	204	26,316.00 		88.86 	18126.46 	开掘	+878-810m回风斜巷
67	5月	法兰盘	直径100	75	70	个	75	分采	现金	70	5,250.00 		51.66 	3616.20 	开掘	+878-810m回风斜巷
68	5月	弯头	直径100	65	20	个	65	分采	现金	20	1,300.00 		44.77 	895.44 	开掘	+878-810m回风斜巷
69	5月	角铁	L50	25	900	米	25	分采	现金	900	22,500.00 		17.22 	15498.00 	开掘	+878-810m回风斜巷
70	5月	木板	25mm*20mm*6000mm	125	100	根	125	分采	现金	100	12,500.00 		86.10 	8610.00 	开掘	+878-810m回风斜巷
71	5月	氧气表		170	10	个	170	分采	现金	10	1,700.00 		117.10 	1170.96 	开掘	+878-810m回风斜巷
72	5月	煤气减压阀		35	10	个	35	分采	现金	10	350.00 		24.11 	241.08 	开掘	+878-810m回风斜巷
73	5月	焊工手套		25	20	双	25	分采	现金	20	500.00 		17.22 	344.40 	开掘	+878-810m回风斜巷
74	5月	双层黑色防雨塑料布	2m宽	10	300	米	10	分采	现金	300	3,000.00 		6.89 	2066.40 	开掘	+878-810m回风斜巷
75	5月	拐尺	大	50	3	把	50	分采	现金	3	150.00 		34.44 	103.32 	开掘	+878-810m回风斜巷
76	5月	帆布手套		17	100	双	17	分采	现金	100	1,700.00 		11.71 	1170.96 	开掘	+878-810m回风斜巷
77	5月	工具包	大	55	20	个	55	分采	现金	20	1,100.00 		37.88 	757.68 	开掘	+878-810m回风斜巷
78	5月	木板	5mm*20mm*4000mm	212	105	根	212	分采	现金	105	22,260.00 		146.03 	15332.69 	开掘	+878-810m回风斜巷
79	5月	内存条	DDR3（8G）	170	4	个	170	分采	现金	4	680.00 		117.10 	468.38 	开掘	+878-810m回风斜巷
80	5月	电脑电源	额定500W	468	4	个	468	分采	现金	4	1,872.00 		322.36 	1289.43 	开掘	+878-810m回风斜巷
81	5月	机械硬盘	500G	100	2	个	100	分采	现金	2	200.00 		68.88 	137.76 	开掘	+878-810m回风斜巷
82	5月	SATA固态盘	512	415	2	个	415	分采	现金	2	830.00 		285.85 	571.70 	开掘	+878-810m回风斜巷
83	5月	硒鼓碳粉		11	10	个	11	分采	现金	10	110.00 		7.58 	75.77 	开掘	+878-810m回风斜巷
84	5月	烧水壶		230	3	个	230	分采	现金	3	690.00 		158.42 	475.27 	开掘	+878-810m回风斜巷
85	5月	打印机		2450	3	台	2450	分采	现金	3	7,350.00 		1687.56 	5062.68 	开掘	+878-810m回风斜巷
86	5月	水泥		880	4	吨	880	分采	现金	4	3,520.00 		606.14 	2424.58 	开掘	+878-810m回风斜巷
87	5月	管子短接		15	6	个	15	分采	现金	6	90.00 		10.33 	61.99 	开掘	+878-810m回风斜巷
88	5月	线槽	60*100	48	18	根	48	分采	现金	18	864.00 		33.06 	595.12 	开掘	+878-810m回风斜巷
89	5月	路由器	RG-EW300PRO	240	5	台	240	分采	现金	5	1,200.00 		165.31 	826.56 	开掘	+878-810m回风斜巷
90	5月	欧标转换头		8	10	个	8	分采	现金	10	80.00 		5.51 	55.10 	开掘	+878-810m回风斜巷
91	5月	电力箱	40*30	238	2	个	238	分采	现金	2	476.00 		163.93 	327.87 	开掘	+878-810m回风斜巷
92	5月	电力箱	25*30	190	1	个	190	分采	现金	1	190.00 		130.87 	130.87 	开掘	+878-810m回风斜巷
93	5月	计算器		48	2	台	48	分采	现金	2	96.00 		33.06 	66.12 	开掘	+878-810m回风斜巷
94	5月	电池	5号	2	40	节	2	分采	现金	40	80.00 		1.38 	55.10 	开掘	+878-810m回风斜巷
95	5月	电池	7号	2	40	节	2	分采	现金	40	80.00 		1.38 	55.10 	开掘	+878-810m回风斜巷
96	5月	摄像头		960	4	个	960	分采	现金	4	3,840.00 		661.25 	2644.99 	开掘	+878-810m回风斜巷
97	5月	内存卡	64Gb	70	4	个	70	分采	现金	4	280.00 		48.22 	192.86 	开掘	+878-810m回风斜巷
98	5月	道轨	24kg*6	7.11	80000	kg	7.1118	分采	现金	80000	568,944.00 		4.90 	391888.69 	开掘	+878-810m回风斜巷
99	5月	钢板	15.5×1500×6000mm	9690	12.6	吨	9690	分采	现金	12.6	122,094.00 		6674.47 	84098.36 	开掘	+878-810m回风斜巷
100	5月	钢板	2.75×1500×6000mm	9690	19.7	吨	9690	分采	现金	19.7	190,893.00 		6674.47 	131487.12 	开掘	+878-810m回风斜巷
101	5月	钢板	5.5×1500×6000mm	9690	18.5	吨	9690	分采	现金	18.5	179,265.00 		6674.47 	123477.75 	开掘	+878-810m回风斜巷
102	5月	钢板	7.5×1500×6000mm	9690	30	吨	9690	分采	现金	30	290,700.00 		6674.47 	200234.19 	开掘	+878-810m回风斜巷
103	5月	钢板	9.5×1500×6000mm	9690	35	吨	9690	分采	现金	35	339,150.00 		6674.47 	233606.56 	开掘	+878-810m回风斜巷
104	5月	拉线开关		80	5	台	80	分采	现金	5	400.00 		55.10 	275.52 	开掘	+878-810m回风斜巷
105	5月	拉线		7	200	米	7	分采	现金	200	1,400.00 		4.82 	964.32 	开掘	+878-810m回风斜巷
106	5月	电缆	MYQ-4*1.5	11.5	200	米	11.5	分采	现金	200	2,300.00 		7.92 	1584.24 	开掘	+878-810m回风斜巷
107	5月	管子	20	22.5	30	米	22.5	分采	现金	30	675.00 		15.50 	464.94 	开掘	+878-810m回风斜巷
108	5月	管子	15	19	30	米	19	分采	现金	30	570.00 		13.09 	392.62 	开掘	+878-810m回风斜巷
109	5月	角铁	50	23	30	米	23	分采	现金	30	690.00 		15.84 	475.27 	开掘	+878-810m回风斜巷
110	5月	角铁	30	17	30	米	17	分采	现金	30	510.00 		11.71 	351.29 	开掘	+878-810m回风斜巷
111	5月	水泥		882.5	2	吨	882.5	分采	现金	2	1,765.00 		607.87 	1215.73 	开掘	+878-810m回风斜巷
112	5月	无线路由器		400	6	个	400	分采	现金	6	2,400.00 		275.52 	1653.12 	开掘	+878-810m回风斜巷
113	5月	UPS不间断电源	2000W	1600	3	台	1600	分采	现金	3	4,800.00 		1102.08 	3306.24 	开掘	+878-810m回风斜巷
114	5月	音箱		180	1	台	180	分采	现金	1	180.00 		123.98 	123.98 	开掘	+878-810m回风斜巷
115	5月	摄像头		140	1	个	140	分采	现金	1	140.00 		96.43 	96.43 	开掘	+878-810m回风斜巷
116	5月	麦克风		100	1	个	100	分采	现金	1	100.00 		68.88 	68.88 	开掘	+878-810m回风斜巷
117	5月	插排		80	2	个	80	分采	现金	2	160.00 		55.10 	110.21 	开掘	+878-810m回风斜巷
118	5月	水泥		880	2	吨	880	分采	现金	2	1,760.00 		606.14 	1212.29 	开掘	+878-810m回风斜巷
1	5月	三星电视32寸		2000.00 	4.00 	个	2000.00 		现金	4.00 	8,000.00 		1377.60 	5510.40 	开掘	+878-810m回风斜巷
2	5月	支架TBSH 44T 23-65		70.00 	4.00 	个	70.00 		现金	4.00 	280.00 		48.22 	192.86 	开掘	+878-810m回风斜巷
3	5月	HDMI线1.5米		10.00 	4.00 	个	10.00 		现金	4.00 	40.00 		6.89 	27.55 	开掘	+878-810m回风斜巷
4	5月	"视频记录器NVR SMART
Security 780N36RA-KL-V2"		970.00 	1.00 	个	970.00 		现金	1.00 	970.00 		668.14 	668.14 	开掘	+878-810m回风斜巷
5	5月	"视频记录器NVR SMART
Security 880X 16S-KL 16ch"		520.00 	1.00 	个	520.00 		现金	1.00 	520.00 		358.18 	358.18 	开掘	+878-810m回风斜巷
6	5月	"外摄像头SMART SECURITYIP-
TS6014-4ILA"		550.00 	11.00 	个	550.00 		现金	11.00 	6,050.00 		378.84 	4167.24 	开掘	+878-810m回风斜巷
7	5月	"交换机SMART Security
F0802EP"		310.00 	2.00 	个	310.00 		现金	2.00 	620.00 		213.53 	427.06 	开掘	+878-810m回风斜巷
8	5月	UTP线5E铜的		7.00 	600.00 	个	7.00 		现金	600.00 	4,200.00 		4.82 	2892.96 	开掘	+878-810m回风斜巷
9	5月	连接器RJ-45 CAT 5E		2.00 	50.00 	个	2.00 		现金	50.00 	100.00 		1.38 	68.88 	开掘	+878-810m回风斜巷
10	5月	配电箱		10.00 	10.00 	个	10.00 		现金	10.00 	100.00 		6.89 	68.88 	开掘	+878-810m回风斜巷
11	5月	配电盘40*50		100.00 	1.00 	个	100.00 		现金	1.00 	100.00 		68.88 	68.88 	开掘	+878-810m回风斜巷
12	5月	"安装和配置硬件
(Abdusubhon)"		200.00 	14.00 	个	200.00 		现金	14.00 	2,800.00 		137.76 	1928.64 	开掘	+878-810m回风斜巷
13	5月	硬盘Seagate Skyhawk 4tb		1550.00 	3.00 	个	1550.00 		现金	3.00 	4,650.00 		1067.64 	3202.92 	开掘	+878-810m回风斜巷
14	5月	插头BNC DNC		3.00 	10.00 	个	3.00 		现金	10.00 	30.00 		2.07 	20.66 	开掘	+878-810m回风斜巷
15	5月	UTP线5E铜的		7.00 	300.00 	个	7.00 		现金	300.00 	2,100.00 		4.82 	1446.48 	开掘	+878-810m回风斜巷
16	5月	严禁烟火	300mm*400mm			个			现金		48 700.00 		33544.57 	33544.57 	开掘	+878-810m回风斜巷
17	5月	测风牌板	400mm*500mm			个			现金						开掘	+878-810m回风斜巷
18	5月	企业文化理念	700mm*900mm			个			现金						开掘	+878-810m回风斜巷
19	5月	习主席合影	700mm*900mm			个			现金						开掘	+878-810m回风斜巷
20	5月	不干胶				份			现金						开掘	+878-810m回风斜巷
21	5月	胶水				箱			现金						开掘	+878-810m回风斜巷
22	5月	更衣柜		2000	55	个	1927.27		现金	55	105 999.85 		1327.50 	73012.71 	开掘	+878-810m回风斜巷
23	5月	高拍仪		4000	2	台	4000		现金	2	8 000.00 		2755.20 	5510.40 	开掘	+878-810m回风斜巷
24	5月	洗衣机		2100	2	台	2100		转账	2	4 200.00 		1446.48 	2892.96 	开掘	+878-810m回风斜巷
25	5月	办公桌		650	54	张	650		转账	54	35 100.00 		447.72 	24176.88 	开掘	+878-810m回风斜巷
26	5月	办公椅		250	108	张	250		转账	108	27 000.00 		172.20 	18597.60 	开掘	+878-810m回风斜巷
27	5月	被褥		318	38	套	318		转账	38	12 084.00 		219.04 	8323.46 	开掘	+878-810m回风斜巷
28	5月	落地扇		260	66	台	260		转账	66	17 160.00 		179.09 	11819.81 	开掘	+878-810m回风斜巷
29	5月	警示牌		80	6		80		转账	6	 480.00 		55.10 	330.62 	开掘	+878-810m回风斜巷
30	5月	衣架		220	11		220		转账	11	2 420.00 		151.54 	1666.90 	开掘	+878-810m回风斜巷
31	5月	电锤		948	1		948		转账	1	 948.00 		652.98 	652.98 	开掘	+878-810m回风斜巷
32	5月	PPR管		29	20		29		转账	20	 580.00 		19.98 	399.50 	开掘	+878-810m回风斜巷
33	5月	拖把		110	10		110		转账	10	1 100.00 		75.77 	757.68 	开掘	+878-810m回风斜巷
34	5月	扫把		95	10		95		转账	10	 950.00 		65.44 	654.36 	开掘	+878-810m回风斜巷
35	5月	大垃圾桶		250	20		250		转账	20	5 000.00 		172.20 	3444.00 	开掘	+878-810m回风斜巷
36	5月	喷雾器		500	2		500		转账	2	1 000.00 		344.40 	688.80 	开掘	+878-810m回风斜巷
37	5月	消毒片		45	5		45		转账	5	 225.00 		31.00 	154.98 	开掘	+878-810m回风斜巷
38	5月	绿植		300	6		300		转账	6	1 800.00 		206.64 	1239.84 	开掘	+878-810m回风斜巷
39	5月	小垃圾桶		30	20		30		转账	20	 600.00 		20.66 	413.28 	开掘	+878-810m回风斜巷
40	5月	被褥		300	22		300		转账	22	6 600.00 		206.64 	4546.08 	开掘	+878-810m回风斜巷
41	5月	窗帘		975	1		975		转账	1	 975.00 		671.58 	671.58 	开掘	+878-810m回风斜巷
42	5月	风扇		260	30		260		转账	30	7 800.00 		179.09 	5372.64 	开掘	+878-810m回风斜巷
